"full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","n_obs_timeline","n_obs_origContent","n_obs_textOnly","earliest_status","latest_status","median_favCount_OC","mean_favCount_OC","median_favCount_text","mean_favCount_text"
"Ken Calvert","House","R","Calif.",40," rank-and-file Republican",0.785421477773,"2.8%","x22545491","KenCalvert","Corona, CA ","Official Twitter Account for U.S. Representative Ken Calvert (CA-42)",4506,14586,280,30,3204,2601,679,"2013-06-14 21:54:58","2018-02-23 00:39:27",1,8.89273356401384,3,16.6229749631812
"Dave Joyce","House","R","Ohio",40," rank-and-file Republican",0.785486792635,"8.7%","x976969338","RepDaveJoyce"," Washington, DC","Father, husband, and former prosecutor proudly representing #OH14",3434,18718,2617,76,3225,2529,746,"2013-03-05 15:01:09","2018-02-22 14:18:04",1,18.6144721233689,1,45.7265415549598
"Tom Emmer","House","R","Minn.",41," rank-and-file Republican",0.785684151587,"5.6%","x2914515430","RepTomEmmer","Otsego, MN | Washington, D.C.","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",3543,7742,386,310,3234,2432,493,"2015-05-07 16:58:17","2018-02-22 20:20:32",4,7.72245065789474,5,9.06896551724138
"Marco Rubio","Senate","R"," Fla.",41," moderate Republican leader",0.787588860862,"1.4%","229966028","SenRubioPress","Florida, USA","Official account of U.S. Senator @MarcoRubio's PressShop. For more information please visit his website.",5128,42649,536,40,3243,2200,292,"2015-03-18 21:57:37","2018-02-23 17:56:20",46,79.8454545454545,62.5,107.301369863014
"F. James Sensenbrenner","House","R","Wis.",41," moderate Republican leader",0.788589906317,"5.0%","x851621377","JimPressOffice","","Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",1220,6025,634,264,1219,1014,135,"2012-10-01 16:01:41","2018-02-22 19:39:00",1,5.54240631163708,0,4.8962962962963
"Kevin Yoder","House","R","Kan.",41," rank-and-file Republican",0.789545945992,"7.0%","x252819642","RepKevinYoder","KS 3rd District & DC","I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.",7125,28110,1654,211,3249,1872,312,"2015-01-26 21:43:43","2018-02-23 00:01:51",4,21.7227564102564,3,33.349358974359
"John Ratcliffe","House","R","Texas",41," rank-and-file Republican",0.790139686555,"5.8%","x2847221717","RepRatcliffe","Heath, TX","U.S. Congressman for Texas' 4th District. @HouseHomeland Cybersecurity Chairman. Member of @HouseJudiciary & House Ethics. Former prosecutor. RTs ≠ endorsements",1988,18272,617,686,1987,1152,196,"2015-01-06 20:19:41","2018-02-21 15:42:51",3,55.9913194444444,3,177.040816326531
"Mitch McConnell","Senate","R"," Ky.",41," moderate Republican leader",0.792421096923,"1.7%","339822881","McConnellPress","","The Kentucky press office for Senator Mitch McConnell. For more information please visit his website:",9931,79292,331,15,3221,2083,352,"2015-06-10 15:15:13","2018-02-23 21:30:05",4,7.44647143542967,3,6.22727272727273
"Mike D. Rogers","House","R","Ala.",41," moderate Republican follower",0.793285673749,"6.4%","x33977070","RepMikeRogersAL","Washington, D.C./Anniston, AL","I am proud to represent Alabama's Third Congressional District.",3565,21475,2937,26,3207,3000,1054,"2010-04-14 21:05:24","2018-02-21 17:15:43",0,1.87133333333333,0,1.05787476280835
"Barry Loudermilk","House","R","Ga.",41," rank-and-file Republican",0.793508976133,"2.9%","x2914163523","RepLoudermilk","","Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",1665,10053,1555,397,1665,1225,406,"2015-01-06 23:55:31","2018-02-22 22:09:16",5,13.4367346938776,6,20.5591133004926
"David McKinley","House","R","W.Va.",41," moderate Republican leader",0.796171784072,"10.3%","x240427862","RepMcKinley","","Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account",4828,27224,1082,539,3245,2179,471,"2014-02-04 14:29:12","2018-02-22 21:42:28",2,6.24506654428637,3,14.6624203821656
"John Carter","House","R","Texas",41," rank-and-file Republican",0.797244465766,"2.6%","x18030431","JudgeCarter","#TX31 ","U.S. Congressman proudly serving the 31st District of Texas & @forthood. Former Judge. Proud @TexasTech Red Raider.",5703,14270,674,147,3199,2720,206,"2013-06-05 16:55:15","2018-02-20 22:21:59",1,3.52463235294118,1,4.74757281553398
"Chris Collins","House","R","N.Y.",42," rank-and-file Republican",0.803398670661,"3.3%","x1058256326","RepChrisCollins","","Proud to represent New York’s 27th Congressional District. Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce",3482,19247,645,79,3227,2711,492,"2013-04-18 12:50:45","2018-02-22 21:17:08",1,5.73810402065658,1,11.5325203252033
"Walter B. Jones","House","R","N.C.",42," rank-and-file Republican",0.803413161167,"38.7%","x26778110","RepWalterJones","Eastern North Carolina","Proudly representing the people of Eastern North Carolina. #NC03",2185,23135,498,368,2179,1881,551,"2009-03-26 17:28:24","2018-02-22 15:56:11",2,7.77884104199894,0,6.58076225045372
"Jim Jordan","House","R","Ohio",42," rank-and-file Republican",0.805154297,"8.7%","x18166778","Jim_Jordan","Washington, D.C. ","Proudly serving Ohio's beautiful fourth district.",2385,137670,5205,91,2378,1592,822,"2008-12-16 17:21:07","2018-02-15 23:25:06",2,149.832286432161,0,97.4245742092457
"Glenn Thompson","House","R","Pa.",42," rank-and-file Republican",0.807058938055,"8.7%","x18967498","CongressmanGT","Howard, Pennsylvania ","I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05",6481,18307,2925,60,3249,2561,1661,"2014-05-22 16:17:47","2018-02-19 14:19:00",2,4.23311206559938,1,4.68934376881397
"Steve Womack","House","R","Ark.",42," rank-and-file Republican",0.807309836222,"2.3%","x234469322","rep_stevewomack","Arkansas's 3rd District","Proud to serve the folks of Arkansas's 3rd District. Chairman of @HouseBudgetGOP.",5060,17375,1324,368,3223,2075,220,"2013-12-05 21:54:18","2018-02-22 23:00:59",2,6.72530120481928,4,11.5590909090909
"Roy Blunt","Senate","R"," Mo.",42," moderate Republican leader",0.807650639997,"1.4%","21269970","RoyBlunt","Missouri","Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.",9409,79320,7152,62,3245,2524,359,"2016-02-10 23:28:22","2018-02-22 21:33:22",8,16.6755150554675,8,19.5041782729805
"Randy Hultgren","House","R","Ill.",42," rank-and-file Republican",0.808685635221,"2.9%","x237814920","RepHultgren","","Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee",4729,17236,1882,726,3234,2361,547,"2014-01-09 15:25:38","2018-02-22 16:13:53",1,3.36425243540873,1,3.53016453382084
"Jackie Walorski","House","R","Ind.",42," rank-and-file Republican",0.809160620953,"1.9%","x1065995022","RepWalorski","","Representing Indiana's Second Congressional District",4125,15213,700,710,3203,2422,529,"2013-10-29 15:05:58","2018-02-22 22:32:43",1,3.83195706028076,1,2.50283553875236
"Michael McCaul","House","R","Texas",42," moderate Republican leader",0.8093571611,"2.5%","x26424123","RepMcCaul","Texas' 10th District","News from Congressman Michael McCaul (R-TX 10) and his Press Office",3124,23780,345,233,3122,1846,786,"2009-04-06 03:04:10","2018-02-21 23:59:03",4,12.3683640303359,2,7.80916030534351
"Robert W. Goodlatte","House","R","Va.",42," moderate Republican leader",0.810280588144,"2.5%","x37920978","RepGoodlatte","Roanoke, VA","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06",5920,45588,577,1113,3228,2175,612,"2014-10-03 19:17:30","2018-02-17 03:39:29",4,18.9471264367816,4,16.0996732026144
"Orrin G. Hatch","Senate","R"," Utah",43," moderate Republican leader",0.810458126902,"1.1%","262756641","senorrinhatch","","U.S. Senator from Utah, 2017 Utahn of the Year, writer of songs and laws. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.",9330,65164,399,814,3226,1171,39,"2017-03-29 11:07:33","2018-02-23 18:57:05",21,112.074295473954,67,275.179487179487
"Mark Amodei","House","R","Nev.",43," rank-and-file Republican",0.810930598626,"4.3%","x402719755","MarkAmodeiNV2","Carson City, NV","Proudly representing Nevada's 2nd District",1175,11609,1741,35,1170,774,185,"2011-11-07 20:12:00","2018-02-22 21:53:12",1,9.51033591731266,1,31.4378378378378
"Roger Wicker","Senate","R"," Miss.",43," rank-and-file Republican",0.813028215783,"1.1%","264219447","SenatorWicker","Mississippi & Washington, DC","U.S. Senator for Mississippi. Please visit my website for updates.",3874,57175,308,460,3221,2723,511,"2013-01-15 16:57:45","2018-02-23 21:12:32",4,13.8777084098421,4,14.0019569471624
"Chuck Fleischmann","House","R","Tenn.",43," rank-and-file Republican",0.813330382307,"3.3%","x235190657","RepChuck","Washington, D.C./TN-03","My official House office Twitter account. I work for the people of TN-03.",1792,13045,637,119,1792,1533,656,"2011-01-07 15:52:05","2018-02-22 20:57:56",0,3.662100456621,0,2.11585365853659
"Jim Renacci","House","R","Ohio",43," moderate Republican leader",0.813516775582,"7.1%","x236916916","RepJimRenacci","","Congressman, 16th District of Ohio",3886,27532,814,387,3222,2669,504,"2012-06-01 12:47:08","2018-02-22 18:23:44",1,6.7336080929187,2,20.8174603174603
"Sam Graves","House","R","Mo.",43," moderate Republican leader",0.813542857596,"6.2%","x29766367","RepSamGraves","","Proudly representing Missouri's Sixth Congressional District",7119,12423,1018,175,3221,2278,260,"2013-05-09 14:16:51","2018-02-22 19:43:43",1,7.27963125548727,1,47.9230769230769
"Tom Graves","House","R","Ga.",43," rank-and-file Republican",0.816412861012,"6.3%","x190328374","RepTomGraves","Washington, DC","Conservative Republican representing Georgia's 14th Congressional District #GA14",3694,17426,2103,274,3232,2674,687,"2011-07-08 13:19:35","2018-02-22 17:17:16",1,4.51084517576664,1,7.50218340611354
"Ron DeSantis","House","R","Fla.",43," moderate Republican leader",0.816649864013,"6.0%","x1058807868","RepDeSantis","","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!",2308,152982,1394,33,2300,1712,608,"2013-01-03 22:25:01","2018-02-21 13:37:53",3,167.230140186916,5,347.276315789474
"Mike Bishop","House","R","Mich.",43," rank-and-file Republican",0.817354445455,"5.5%","x2914571740","RepMikeBishop","Rochester, MI","Official account for Congressman Mike Bishop #MI08. Proudly serving on the tax-writing @WaysandMeansGOP.",1718,10556,771,352,1715,1031,155,"2015-01-06 23:28:13","2018-02-22 22:24:10",3,7.58777885548012,2,10.7935483870968
"Doug Collins","House","R","Ga.",43," moderate Republican leader",0.820677285618,"4.9%","x1060487274","RepDougCollins","Gainesville, Georgia","Working for Georgia's 9th Congressional District. Pastor, attorney, military chaplain. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.",3248,14719,941,611,3242,2330,721,"2013-01-07 15:44:23","2018-02-22 15:52:05",1,12.9557939914163,2,8.34535367545076
"Steve Daines","Senate","R"," Mont.",44," rank-and-file Republican",0.821073573309,"3.9%","11651202","SteveDaines","Bozeman, MT","Married 31 years to Cindy. Parents of four. Three dogs. Serving the people of Montana in the U.S. Senate. 🇺🇸",4944,36890,661,798,3228,1730,426,"2015-07-29 17:36:16","2018-02-23 20:29:17",8,52.8173410404624,12,132.671361502347
"Bruce Westerman","House","R","Ark.",44," moderate Republican follower",0.822919808742,"3.0%","x2852998461","RepWesterman","Hot Springs, Arkansas","Representing the 4th District of Arkansas. Chair - Subcommittee on Oversight & Investigations. Husband. Father of four. Hot Springs native. Engineer. Forester.",3959,8017,187,390,3236,1849,109,"2015-08-03 21:15:42","2018-02-22 23:51:19",2,4.23309897241752,2,7.19266055045872
"Kristi Noem","House","R","S.D.",44," moderate Republican leader",0.823546953478,"4.2%","x235251868","RepKristiNoem","","I'm South Dakota's lone Member of the U.S. House of Representatives. I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.",4782,26870,347,147,3198,2926,311,"2014-05-22 17:26:11","2018-02-21 14:37:28",5,22.8984962406015,5,13.1672025723473
"David A. Brat","House","R","Va.",44," rank-and-file Republican",0.823749328201,"4.5%","x2560169238","RepDaveBrat","Washington, DC","Proudly serving Virginia's Seventh Congressional District #VA07. I sit on the House Committees on @HouseBudgetGOP, @EdWorkforce, and the @HouseSmallBiz",1468,13073,795,84,1458,929,171,"2015-01-20 16:40:03","2018-02-12 23:41:34",4,27.1259418729817,9,44.0877192982456
"Gregg Harper","House","R","Miss.",44," moderate Republican leader",0.82692585931,"2.9%","x23712174","GreggHarper","Pearl, Mississippi","Devoted husband. Loving father. Principled conservative.",3167,25563,458,624,3157,2344,1290,"2009-03-11 13:22:25","2018-02-19 15:01:29",0,4.04052901023891,0,2.6937984496124
"Larry Bucshon","House","R","Ind.",44," rank-and-file Republican",0.827355902222,"5.6%","x234812598","RepLarryBucshon","Indiana's 8th District  ","Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg",4943,17521,1979,692,3237,1838,511,"2013-04-16 22:51:31","2018-02-23 00:16:41",1,4.71762785636562,1,7.58317025440313
"Robert J. Wittman","House","R","Va.",44," rank-and-file Republican",0.827580370344,"5.0%","x15356407","RobWittman","Montross, VA","proud husband, father, grandfather; humble Rep. of VA's 1st District; Seapower and Projection Forces Subcommittee Chair; advocate of sportsman-led conservation",4867,25665,6831,214,3218,1748,1295,"2010-10-04 17:18:20","2018-02-22 13:49:01",0,2.44336384439359,0,1.4988416988417
"Jeff Flake","Senate","R"," Ariz.",44," rank-and-file Republican",0.827898652878,"5.4%","16056306","JeffFlake","Mesa, AZ","Senator from Arizona",2486,426524,217,37,2483,2165,735,"2008-09-04 19:05:07","2018-02-23 17:02:18",8,643.10623556582,4,1050.71156462585
"Michael C. Burgess","House","R","Texas",44," moderate Republican leader",0.828340854745,"6.2%","x15751083","michaelcburgess","Washington, DC/Lake Dallas, TX","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",4936,26429,1825,117,3209,2784,753,"2011-05-02 17:06:46","2018-02-22 16:10:26",1,5.04992816091954,1,2.8140770252324
"Scott Perry","House","R","Pa.",44," rank-and-file Republican",0.828578784561,"8.1%","x18773159","RepScottPerry","","Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",3003,13193,2700,39,3001,2538,153,"2009-01-08 18:30:58","2018-02-20 15:25:42",2,6.72301024428684,1,5.66666666666667
"Tom Cole","House","R","Okla.",45," rank-and-file Republican",0.828974027028,"5.2%","x23124635","TomColeOK04","Oklahoma","Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC",1166,17734,265,301,1166,922,152,"2012-05-07 20:04:21","2018-02-15 22:32:27",2,4.87201735357918,1,5.23026315789474
"Michael D. Crapo","Senate","R"," Idaho",45," rank-and-file Republican",0.831417602877,"3.1%","600463589","MikeCrapo","Idaho & Washington, D.C.","United States Senator for the great state of Idaho.",5364,55046,689,411,3198,2573,730,"2013-07-24 14:51:57","2018-02-22 22:00:20",1,5.75126311698406,1,3.57397260273973
"Brad Wenstrup","House","R","Ohio",45," rank-and-file Republican",0.831915011856,"3.4%","x518644221","RepBradWenstrup","","US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan",4612,17823,986,722,3191,2304,700,"2014-03-06 14:27:58","2018-02-21 23:23:04",2,5.58333333333333,1,5.95285714285714
"Brett Guthrie","House","R","Ky.",45," moderate Republican leader",0.834589302446,"2.0%","x1908143071","RepGuthrie","Kentucky's Second District","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District",748,10953,222,147,746,514,252,"2013-09-26 16:25:17","2018-02-12 19:05:43",1,3.06031128404669,1,2.79365079365079
"Ted Poe","House","R","Texas",45," moderate Republican leader",0.83462277408,"8.3%","x74198348","JudgeTedPoe","Humble, Texas","Member of Congress, representing the second district of the great state of Texas",5130,30961,689,856,3244,2298,330,"2013-10-01 03:49:18","2018-02-22 23:59:53",3,14.3093994778068,10,38.3151515151515
"Scott Tipton","House","R","Colo.",45," rank-and-file Republican",0.834651622596,"8.2%","x242873057","RepTipton","Cortez, CO","Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte, @NatResources & Vice Chairman of @westerncaucus",2588,18073,1279,86,2587,1859,334,"2011-01-25 20:19:02","2018-02-22 17:39:40",2,3.72673480365788,1,2.98203592814371
"Ralph Abraham","House","R","La.",45," rank-and-file Republican",0.834860034235,"3.1%","x2962891515","RepAbraham","","Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",487,11867,102,57,487,388,126,"2015-01-08 14:54:41","2018-02-22 20:05:57",6,18.409793814433,5,33.1031746031746
"Rick Crawford","House","R","Ark.",45," rank-and-file Republican",0.836408565556,"1.9%","x233693291","RepRickCrawford","Washington, DC","Representing Arkansas's 1st District in the United States Congress. Agriculture, Intelligence, Transportation & Infrastructure Committees.",4385,15670,1032,565,3207,1827,391,"2013-11-04 14:13:39","2018-02-22 21:00:22",3,5.54898741105638,3,7.57544757033248
"Buddy Carter","House","R","Ga.",45," rank-and-file Republican",0.837199403004,"5.9%","x2973870195","RepBuddyCarter","","Proudly serving Georgia's 1st Congressional District",1261,9926,278,76,1259,972,149,"2015-01-12 00:43:33","2018-02-22 14:24:18",3,5.75308641975309,3,7.09395973154362
"K. Michael Conaway","House","R","Texas",45," moderate Republican leader",0.837970019714,"5.2%","x295685416","ConawayTX11","","Proud to serve the 11th Congressional District of Texas. Chairman of @HouseAgNews, Member of @HASCRepublicans & #HPSCI.",759,12487,1441,40,755,555,230,"2011-05-11 19:15:33","2018-02-22 23:51:55",0,3.74594594594595,0,3.31304347826087
"Steve Stivers","House","R","Ohio",46," rank-and-file Republican",0.838931641386,"8.7%","x211420609","RepSteveStivers","","Proud to represent the citizens of Ohio's 15th Congressional District.",2925,29439,939,1321,2923,2411,805,"2011-01-05 20:28:43","2018-02-18 18:11:31",1,10.9211945250933,1,23.383850931677
"Markwayne Mullin","House","R","Okla.",46," rank-and-file Republican",0.839112343923,"2.7%","x1060370282","RepMullin","Oklahoma","Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress. https://t.co/0jHkAECORk",2347,14338,1144,359,2346,1950,370,"2013-01-04 14:36:34","2018-02-22 17:29:13",2,5.70974358974359,2,3
"Ron Johnson","Senate","R"," Wis.",46," rank-and-file Republican",0.839784734429,"2.2%","233737858","SenRonJohnson","Oshkosh, WI","Chairman of the Homeland Security and Governmental Affairs Committee & the Subcommittee on Europe & Regional Security Cooperation. Tweets from Ron are signed–rj",3974,83949,371,179,3207,2639,295,"2013-12-15 22:41:06","2018-02-23 16:11:31",5,17.322091701402,8,42.4440677966102
"Dennis Ross","House","R","Fla.",46," rank-and-file Republican",0.840711954241,"1.4%","x33655490","RepDennisRoss","Central Florida and Tampa Bay","Husband, Father, and Conservative Republican Congressman serving Florida's 15th Congressional District. https://t.co/IXwSnVOJw5",12988,17250,1686,54,3193,2307,646,"2012-10-12 01:22:05","2018-02-16 18:05:52",1,5.53532726484612,1.5,6.59907120743034
"Keith Rothfus","House","R","Pa.",46," rank-and-file Republican",0.841834160116,"3.6%","x1155212191","KeithRothfus","","Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.",4093,10098,490,141,3241,2577,533,"2013-09-28 19:15:33","2018-02-22 23:09:23",1,2.88436166084594,1,3.09756097560976
"Lou Barletta","House","R","Pa.",46," rank-and-file Republican",0.843037659791,"5.2%","x239871673","RepLouBarletta","","Proudly representing Pennsylvania's 11th Congressional District.",2666,21950,1744,301,2663,1966,574,"2011-01-19 17:22:40","2018-02-22 16:50:24",1,27.8758901322482,0,23.4668989547038
"John Thune","Senate","R"," S.D.",46," moderate Republican leader",0.845464945556,"1.1%","296361085","SenJohnThune","","U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",4282,89234,322,32,3237,2711,355,"2013-11-26 00:02:07","2018-02-23 16:01:52",12,30.2021394319439,11,54.1408450704225
"Ann Wagner","House","R","Mo.",46," rank-and-file Republican",0.845896695089,"2.3%","x1051446626","RepAnnWagner","Ballwin, MO","Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw",2931,17404,2777,212,2929,2197,697,"2013-01-03 16:16:57","2018-02-22 21:20:28",3,7.08511606736459,2,5.30846484935438
"Jim Bridenstine","House","R","Okla.",46," moderate Republican follower",0.847700005724,"3.5%","x1092757885","RepJBridenstine","","Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.",1436,22729,2752,271,1434,1183,577,"2013-01-22 14:49:33","2017-08-04 19:31:49",12,36.9027895181741,10,26.5303292894281
"Mike Rounds","Senate","R"," S.D.",46," moderate Republican follower",0.848199745709,"1.4%","2955485182","SenatorRounds","Pierre, South Dakota","U.S. Senator for South Dakota",2115,17214,546,187,2118,1702,386,"2015-01-15 19:18:38","2018-02-21 14:18:05",4,8.1780258519389,4,11.5725388601036
"John J. Duncan Jr.","House","R","Tenn.",47," rank-and-file Republican",0.851254100836,"9.3%","x1883356866","RepJohnDuncanJr","Knoxville, TN","Proudly serving the people of Tennessee's 2nd District in the U.S. Congress, Vice Chairman of @Transport Committee & Member of @GOPoversight.Links ≠ endorsement",671,5075,360,126,670,502,132,"2013-09-20 17:49:40","2018-02-22 17:33:20",2,4.42629482071713,3,6.84090909090909
"John Culberson","House","R","Texas",47," moderate Republican follower",0.851617849736,"2.6%","x24183358","CongCulberson","Houston, TX","Proud father, happy husband, Jeffersonian Republican. TX Congressman.",2633,15460,934,1066,2632,1591,573,"2009-05-01 16:18:39","2018-02-22 22:02:44",1,4.17347580138278,0,3.73821989528796
"Roger Williams","House","R","Texas",47," rank-and-file Republican",0.852009025207,"2.9%","x1077446982","RepRWilliams","Central Texas","I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.",3254,8663,697,525,3201,2288,778,"2013-04-15 19:33:35","2018-02-22 23:30:00",2,7.74256993006993,2,7.10282776349614
"Jason Smith","House","R","Mo.",47," rank-and-file Republican",0.852825146832,"5.3%","x1623308912","RepJasonSmith","MO-08","Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.",2739,25482,990,109,2739,2435,485,"2013-07-29 13:07:10","2018-02-23 00:54:10",2,17.9006160164271,2,46.5835051546392
"Jody Hice","House","R","Ga.",47," rank-and-file Republican",0.855618098839,"6.4%","x2975091705","CongressmanHice","Greensboro, GA; Washington, DC","I'm honored to serve Georgia's 10th Congressional District.",1882,14082,753,665,1883,1080,177,"2015-01-12 19:17:02","2018-02-23 00:41:21",5,46.3324074074074,3,41.2824858757062
"David Perdue","Senate","R"," Ga.",47," moderate Republican follower",0.858270620539,"2.2%","2863210809","sendavidperdue","Georgia","Official Twitter account for U.S. Senator David Perdue of Georgia.",2928,45648,986,403,2931,2288,460,"2015-01-06 16:56:46","2018-02-23 16:46:39",6,38.7932692307692,7,34.5760869565217
"David Schweikert","House","R","Ariz.",47," rank-and-file Republican",0.858366978438,"3.6%","x229197216","RepDavid","Arizona","Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.",3390,22123,1930,396,3230,2454,992,"2011-03-15 21:01:24","2018-02-20 15:57:19",0,1.2241238793806,0,0.679435483870968
"Rick Allen","House","R","Ga.",47," moderate Republican follower",0.858483429227,"1.9%","x2964287128","RepRickAllen","Augusta, GA and Washington, DC","Proudly representing Georgia's 12th Congressional District",1192,11493,129,64,1192,900,136,"2015-01-06 14:52:14","2018-02-22 21:52:01",2,16.78,3,6.58088235294118
"Sam Johnson","House","R","Texas",47," moderate Republican leader",0.858662575489,"2.2%","x249288197","SamsPressShop","Third District of Texas","Faithfully serving the Third Congressional District of Texas.",1106,10544,440,15,1106,961,527,"2011-03-09 20:35:34","2018-02-21 16:22:53",1,1.87825182101977,1,1.41745730550285
"Bill Posey","House","R","Fla.",47," moderate Republican leader",0.859161943317,"3.9%","x25086658","congbillposey","Rockledge, FL","Congressman from Florida's 8th district, representing the Space and Treasure Coasts",1253,18513,932,13,1251,1191,927,"2009-03-24 13:36:21","2018-02-06 21:42:50",0,1.02686817800168,0,0.555555555555556
"John Boozman","Senate","R"," Ark.",48," rank-and-file Republican",0.859491160374,"0.8%","5558312","JohnBoozman","Arkansas","Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843",3663,59850,738,202,3215,2557,381,"2011-08-24 13:35:47","2018-02-23 20:31:59",4,14.4282362143136,5,49.9553805774278
"Bill Huizenga","House","R","Mich.",48," conservative Republican",0.862048582442,"4.2%","x233949261","RepHuizenga","2nd District, MI","I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!",5785,17221,4725,387,3228,2425,564,"2013-05-21 13:45:22","2018-02-22 15:50:02",1,3.18268041237113,2,4.90780141843972
"Chris Stewart","House","R","Utah",48," conservative Republican",0.862122730769,"2.7%","x1072008757","RepChrisStewart","Utah and DC","Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6",2833,17225,358,405,2831,1710,557,"2013-01-16 19:09:28","2018-02-14 16:07:26",1,5.36549707602339,2,8.0197486535009
"Deb Fischer","Senate","R"," Neb.",48," rank-and-file Republican",0.865040379515,"1.9%","1071402577","SenatorFischer","","U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington",4240,53962,180,37,3234,2800,663,"2014-09-17 11:00:16","2018-02-23 19:19:54",6,13.9917857142857,5,12.6289592760181
"Bradley Byrne","House","R","Ala.",48," conservative Republican",0.867291317655,"2.2%","x2253968388","RepByrne","Southwest Alabama","I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.",11570,16837,3829,847,3224,1584,369,"2017-02-03 20:54:06","2018-02-23 00:26:16",5,14.092803030303,8,21.3116531165312
"Tom McClintock","House","R","Calif.",48," conservative Republican",0.868283614026,"3.3%","x50152441","RepMcClintock","Washington, DC","United States Representative, 4th District of California",371,12836,0,1,371,326,136,"2009-06-26 01:18:52","2018-02-14 20:22:41",1,17.2515337423313,0,28.6176470588235
"James Lankford","Senate","R"," Okla.",48," lonley conservative Republican follower",0.872070224957,"3.3%","225921757","SenatorLankford","Oklahoma and Washington, DC","Serving the State of Oklahoma in the United States Senate",5004,60545,404,273,3234,2402,684,"2013-07-30 13:14:25","2018-02-23 02:57:51",16,67.8688592839301,22,120.707602339181
"Tom Cotton","Senate","R"," Ark.",48," lonley conservative Republican follower",0.872113150649,"1.9%","968650362","SenTomCotton","","U.S. Senator proudly serving the state of Arkansas.",7664,117960,375,8,3206,3002,287,"2016-06-22 19:47:40","2018-02-22 01:26:37",35,87.6469020652898,32,116.867595818815
"Mike Kelly","House","R","Pa.",48," conservative Republican leader",0.872548115335,"4.2%","x935368364","MikeKellyPA","Washington, DC","U.S. Representative Mike Kelly proudly serves the people of Pennsylvania's Third District (#PA03) and currently sits on the House Ways & Means Committee.",2126,10745,1224,177,2125,1659,227,"2012-11-08 21:00:16","2018-02-22 20:32:13",3,16.6437613019892,5,35.1453744493392
"Tim Scott","Senate","R"," S.C.",48," conservative Republican",0.87510536709,"1.1%","217543151","SenatorTimScott","South Carolina","Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda",6885,363980,3939,1072,3230,1817,553,"2015-10-05 10:25:15","2018-02-23 21:17:05",114,328.240506329114,103,275.066907775769
