"govTrack_id","full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","name","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","verified","account_created_at","profile_expanded_url","profile_image_url"
"x412470","David Cicilline","House","D","R.I.",5," progressive Democratic leader",0.208387726551,"5.1%","x462143773","Cicilline Press Office","RepCicilline","Pawtucket/Washington","Tweets from the press office of Congressman David N. Cicilline (D-RI).",4916,13927,11268,675,TRUE,"2012-01-12 16:26:40","https://www.facebook.com/congressmandavidcicilline","http://pbs.twimg.com/profile_images/840011012560556033/Ze_6JxH-_normal.jpg"
"x400245","Zoe Lofgren","House","D","Calif.",5," progressive Democratic leader",0.208957702778,"6.0%","x267938462","Rep. Zoe Lofgren","RepZoeLofgren","","Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy",2067,32489,106,19,TRUE,"2011-03-17 21:06:21","http://lofgren.house.gov","http://pbs.twimg.com/profile_images/510125443094024192/eVbv3QDN_normal.jpeg"
"x400090","Elijah E. Cummings","House","D","Md.",6," progressive Democrat",0.209654863565,"4.9%","x787373558","Elijah E. Cummings","RepCummings","Baltimore, MD","U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.",5658,188780,1608,55,TRUE,"2012-08-28 16:37:01","http://cummings.house.gov","http://pbs.twimg.com/profile_images/512259394520637440/iqJCC7YI_normal.jpeg"
"x400271","Gregory W. Meeks","House","D","N.Y.",6," progressive Democrat",0.218971513563,"6.7%","x22812754","Gregory Meeks","RepGregoryMeeks","Queens, New York","Proudly serving the people of the 5th Congressional District of New York. For media inquiries, please contact jordan.morris@mail.house.gov",3866,23274,777,614,TRUE,"2009-03-04 18:36:27","http://www.house.gov/meeks/","http://pbs.twimg.com/profile_images/831970661191020544/WIWY8Gnm_normal.jpg"
"x412613","Mark DeSaulnier","House","D","Calif.",6," progressive Democrat",0.219935250815,"6.2%","x2968007206","Mark DeSaulnier","RepDeSaulnier","Concord, CA","Honored to represent California's 11th Congressional District. Member of: @transportdems @edworkforcedems @oversightdems",1968,11603,617,118,TRUE,"2015-01-08 15:32:13","https://desaulnier.house.gov/","http://pbs.twimg.com/profile_images/657673039631532032/qVIMGigH_normal.jpg"
"x400103","Rosa DeLauro","House","D","Conn.",6," progressive Democratic leader",0.221549160733,"5.3%","x140519774","Rosa DeLauro","rosadelauro","New Haven, CT","Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa",5902,33534,2603,57,TRUE,"2010-05-05 18:11:32","http://delauro.house.gov","http://pbs.twimg.com/profile_images/677211963865358338/ZbwzWm8I_normal.jpg"
"x412506","Donald M. Payne Jr.","House","D","N.J.",6," progressive Democrat",0.223141938794,"5.1%","x1155335864","Rep. Donald Payne Jr","RepDonaldPayne","www.facebook.com/DonaldPayneJr","Proudly serving New Jersey's 10th Congressional District",4571,11611,1098,103,TRUE,"2013-02-06 22:52:35","http://payne.house.gov","http://pbs.twimg.com/profile_images/827632143287406592/f4S65KTW_normal.jpg"
"x412323","Jeanne Shaheen","Senate","D"," N.H.",6," moderate Democratic leader",0.226240730681,"5.0%","x14125897","Jeanne Shaheen","JeanneShaheen","New Hampshire","U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.",1496,13912,3272,38,TRUE,"2008-03-11 17:48:18","http://vote.jeanneshaheen.org","http://pbs.twimg.com/profile_images/529258423565565952/2uP67NKz_normal.jpeg"
"x412323","Jeanne Shaheen","Senate","D"," N.H.",6," moderate Democratic leader",0.226240730681,"5.0%","x109287731","Sen. Jeanne Shaheen","SenatorShaheen","Washington, DC","Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.",6085,83668,5514,235,TRUE,"2010-01-28 15:22:44","http://shaheen.senate.gov/","http://pbs.twimg.com/profile_images/942747189679443968/HKsg5CqG_normal.jpg"
"x412600","Katherine Clark","House","D","Mass.",6," progressive Democratic leader",0.230324881913,"4.4%","x2293131060","Katherine Clark","RepKClark","","Proudly representing the people of the 5th District of Massachusetts.",3621,56000,1039,214,TRUE,"2014-01-15 18:53:47","http://katherineclark.house.gov","http://pbs.twimg.com/profile_images/871737283350867968/6eV7ORYN_normal.jpg"
"x412242","Amy Klobuchar","Senate","D"," Minn.",6," moderate Democratic leader",0.232116572078,"4.2%","x33537967","Amy Klobuchar","amyklobuchar","","U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement",6650,410876,110097,27,TRUE,"2009-04-20 14:59:36","http://www.amyklobuchar.com","http://pbs.twimg.com/profile_images/1815362035/AJK_Twitter_normal.jpg"
"x400033","Earl Blumenauer","House","D","Ore.",6," progressive Democrat",0.232274115732,"7.2%","x15954997","Earl Blumenauer","repblumenauer","Portland, OR","Congressman",3095,54201,209,21,TRUE,"2008-08-23 06:38:46","http://www.earlblumenauer.com","http://pbs.twimg.com/profile_images/738783806904250368/8LL33DKf_normal.jpg"
"x400033","Earl Blumenauer","House","D","Ore.",6," progressive Democrat",0.232274115732,"7.2%","x137823987","Blumenauer Media","BlumenauerMedia","","Rep. Earl Blumenauer (OR-03) congressional account. Tweets are by staff.",352,3091,251,0,TRUE,"2010-04-27 21:48:06","http://blumenauer.house.gov","http://pbs.twimg.com/profile_images/1769543952/Earl_garden_normal.jpg"
"x400364","Robert C. Scott","House","D","Va.",6," progressive Democratic leader",0.232935777084,"6.6%","x168673083","David Scott","repdavidscott","Georgia","Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",2657,16959,1803,2413,TRUE,"2010-07-20 14:10:32","http://www.davidscott.house.gov/","http://pbs.twimg.com/profile_images/573169044091613185/bLPRS9I9_normal.jpeg"
"x412319","Paul Tonko","House","D","N.Y.",7," progressive Democrat",0.234309767873,"6.5%","x153865861","Paul D. Tonko","PaulTonko","NY-20","Congressman Paul Tonko's campaign twitter feed. Fighting for jobs & an innovation economy in #NY20. Account run by PT & staff.",2221,2020,514,148,TRUE,"2010-06-09 19:04:08","http://www.paultonko.com/","http://pbs.twimg.com/profile_images/639476782165397504/xbbSTaYr_normal.jpg"
"x412319","Paul Tonko","House","D","N.Y.",7," progressive Democrat",0.234309767873,"6.5%","x84119348","Paul Tonko","RepPaulTonko","","U.S. Representative for New York’s 20th Congressional District including Albany, Schenectady, Troy, Saratoga Springs, Amsterdam and surrounding areas.",10482,22343,1863,2042,TRUE,"2009-10-21 17:24:57","http://tonko.house.gov/","http://pbs.twimg.com/profile_images/885517553245855745/laR6ZByR_normal.jpg"
"x412199","Hank Johnson","House","D","Ga.",7," progressive Democratic leader",0.234759406027,"6.9%","x270154678","Hank Staffers","HankStaffers","GA/D.C., USA","Unofficial account of Congressman Hank Johnson's staff. RT/follow ≠ endorsement. Views expressed ≠ those of Congressman Johnson.",4015,771,718,21,TRUE,"2011-03-22 02:53:00","","http://pbs.twimg.com/profile_images/1282241402/uscap_reasonably_small_normal.jpg"
"x412199","Hank Johnson","House","D","Ga.",7," progressive Democratic leader",0.234759406027,"6.9%","x24745957","Rep. Hank Johnson","RepHankJohnson","Lithonia, GA; Washington","I fight for justice, civil rights and working people.",4379,29290,783,546,TRUE,"2009-03-16 18:52:49","https://www.facebook.com/pages/Congressman-Hank-Johnson/115356957005?ref=hl","http://pbs.twimg.com/profile_images/941362659177398273/L7akPhq2_normal.jpg"
"x400347","Lucille Roybal-Allard","House","D","Calif.",7," progressive Democratic leader",0.236575496678,"4.3%","x479872233","Rep. Lucille Roybal-Allard","RepRoybalAllard","","Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.",4049,20494,2196,22,TRUE,"2012-01-31 21:30:43","http://roybal-allard.house.gov","http://pbs.twimg.com/profile_images/646679472578498561/DqbuKI-9_normal.png"
"x400416","Nydia M. Velazquez","House","D","N.Y.",7," progressive Democratic leader",0.236644004166,"5.9%","x164369297","Rep. Nydia Velazquez","NydiaVelazquez","NYC and DC","Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee. Follow us  @HouseSBCDems",3837,38031,3899,354,TRUE,"2010-07-08 18:18:20","https://velazquez.house.gov/","http://pbs.twimg.com/profile_images/938874500124499971/TLJmWp6d_normal.jpg"
"x400422","Maxine Waters","House","D","Calif.",7," moderate Democratic leader",0.236773039683,"6.2%","x36686040","Maxine Waters","RepMaxineWaters","Los Angeles/Washington, D.C.","Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).",2584,701577,658,1197,TRUE,"2009-04-30 15:17:45","http://waters.house.gov","http://pbs.twimg.com/profile_images/851658655036583937/Jy4zSIar_normal.jpg"
"x400422","Maxine Waters","House","D","Calif.",7," moderate Democratic leader",0.236773039683,"6.2%","x3166120541","Maxine Waters","MaxineWaters","Los Angeles, CA","The Campaign Committee to Reelect Congresswoman Maxine Waters.",1576,12983,522,1333,TRUE,"2015-04-14 15:17:01","http://maxinewatersforcongress.com","http://pbs.twimg.com/profile_images/896054454973333504/foCzhqQd_normal.jpg"
"x412678","Kamala Harris","Senate","D"," Calif.",7," moderate Democratic follower",0.238261495883,"15.3%","x30354991","Kamala Harris","KamalaHarris","California","Senator for California. Former CA Attorney General. Dedicated to fighting for justice & giving voice to the voiceless. Wife, s-mom, sister, aunt. Aspiring chef.",7441,1383341,717,213,TRUE,"2009-04-11 00:42:07","http://KamalaHarris.org","http://pbs.twimg.com/profile_images/877902898889412608/6Vfu5kVd_normal.jpg"
"x412678","Kamala Harris","Senate","D"," Calif.",7," moderate Democratic follower",0.238261495883,"15.3%","x803694179079458816","Kamala Harris","SenKamalaHarris","","Official Twitter account of U.S. Senator Kamala Harris.",1786,347235,545,368,TRUE,"2016-11-29 20:16:39","https://www.harris.senate.gov/","http://pbs.twimg.com/profile_images/877233930046504961/B0UoxZlN_normal.jpg"
"x400350","Bobby L. Rush","House","D","Ill.",7," moderate Democratic follower",0.240102746008,"5.9%","x305216911","Bobby L. Rush","RepBobbyRush","D.C./Chicago & SW Suburbs","The official twitter account of Rep. Bobby L. Rush.  For official policy please see http://t.co/biKpeeMhCz.  RT does NOT constitute an endorsement.",1286,14087,573,57,TRUE,"2011-05-25 20:59:25","http://rush.house.gov","http://pbs.twimg.com/profile_images/822121977620074496/O9mQiOtN_normal.jpg"
"x412281","Martin Heinrich","Senate","D"," N.M.",7," moderate Democratic follower",0.242063567821,"6.2%","x1099199839","Martin Heinrich","MartinHeinrich","","United States Senator from New Mexico",5852,164325,544,481,TRUE,"2013-01-17 20:24:19","http://heinrich.senate.gov","http://pbs.twimg.com/profile_images/938165401304944641/H7HEeENC_normal.jpg"
"x300018","Maria Cantwell","Senate","D"," Wash.",7," rank-and-file Democrat",0.242688821505,"3.3%","x117501995","Sen. Maria Cantwell","SenatorCantwell","Washington, DC","U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook:https://t.co/qLmMk10nJI
RT≠endorsement",5080,214409,1526,211,TRUE,"2010-02-25 19:21:52","http://www.cantwell.senate.gov","http://pbs.twimg.com/profile_images/693192439046103041/I5UrYsCi_normal.jpg"
"x412561","Hakeem Jeffries","House","D","N.Y.",7," rank-and-file Democrat",0.247863301144,"5.3%","x467823431","Hakeem Jeffries","RepJeffries","","Member of Congress, House Democratic Leadership, Judiciary and Budget Committee. Proudly Represent Brooklyn & Queens in the 8th Congressional District.",2687,46830,1097,411,TRUE,"2012-01-18 21:54:44","http://jeffries.house.gov/","http://pbs.twimg.com/profile_images/843897836383158274/hmHktXQP_normal.jpg"
"x412246","Bob Casey","Senate","D"," Pa.",8," moderate Democratic leader",0.24796279772,"3.6%","x94154021","Bob Casey Jr.","Bob_Casey","Pennsylvania","Official campaign account, U.S. Senator Bob Casey",713,3886,32,2,TRUE,"2009-12-02 19:10:41","http://bobcasey.com","http://pbs.twimg.com/profile_images/937424930479763458/_iqzExGe_normal.jpg"
"x412246","Bob Casey","Senate","D"," Pa.",8," moderate Democratic leader",0.24796279772,"3.6%","x171598736","Senator Bob Casey","SenBobCasey","Scranton, PA","Official twitter profile for U.S. Senator Bob Casey.",7434,402102,555,409,TRUE,"2010-07-27 18:38:20","http://about.me/SenBobCasey","http://pbs.twimg.com/profile_images/748886037649297408/B4cLMsR__normal.jpg"
"x412390","Christopher A. Coons","Senate","D"," Del.",8," rank-and-file Democrat",0.249680981459,"7.7%","x15324851","Senator Chris Coons","ChrisCoons","Wilmington, DE","Father, husband, U.S. Senator from Delaware",9029,84912,2276,106,TRUE,"2008-07-05 11:17:54","","http://pbs.twimg.com/profile_images/846369349350936577/uF2yjqLE_normal.jpg"
"x412390","Christopher A. Coons","Senate","D"," Del.",8," rank-and-file Democrat",0.249680981459,"7.7%","x435500714","Office of Sen. Coons","SenCoonsOffice","Delaware & Washington","News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware.",2198,6601,106,0,TRUE,"2011-12-13 04:02:30","http://coons.senate.gov","http://pbs.twimg.com/profile_images/1690317750/cacpress-twitter1_normal.jpg"
"x412571","Matt Cartwright","House","D","Pa.",8," moderate Democratic leader",0.250238222934,"7.2%","x776664410","Matt Cartwright","RepCartwright","Moosic, PA","Proudly representing Pennsylvania's 17th Congressional District.",1918,9567,1912,12,TRUE,"2012-08-23 20:05:56","http://cartwright.house.gov","http://pbs.twimg.com/profile_images/426102071914287104/8hutNByi_normal.jpeg"
"x412259","Jackie Speier","House","D","Calif.",8," moderate Democratic leader",0.25051286901,"6.1%","x521731529","Jackie Speier","JackieSpeier","California","I proudly represent San Francisco and San Mateo counties. I served 18 years in the CA State Legislature before being sworn into Congress in April 2008.",338,2955,347,95,TRUE,"2012-03-11 22:20:51","http://www.JackieforCongress.com","http://pbs.twimg.com/profile_images/746677268097826816/Y4CCMqk0_normal.jpg"
"x412259","Jackie Speier","House","D","Calif.",8," moderate Democratic leader",0.25051286901,"6.1%","x24913074","Jackie Speier","RepSpeier","","Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence. https://t.co/gGH33BzCXx",4450,112263,22108,307,TRUE,"2009-03-17 17:02:38","http://speier.house.gov","http://pbs.twimg.com/profile_images/959582149732192256/xLXV9tQs_normal.jpg"
"x412404","Karen Bass","House","D","Calif.",8," moderate Democratic leader",0.254654047605,"6.3%","x239949176","Congressmember Bass","RepKarenBass","Los Angeles & Washington","Representing California's 37th District, which includes Los Angeles, South LA, and Culver City. https://t.co/XHzgMSAQAc",4075,75287,14352,697,TRUE,"2011-01-18 20:25:36","http://karenbass.house.gov","http://pbs.twimg.com/profile_images/605458297475317761/P1AjUUex_normal.jpg"
"x412582","Tim Kaine","Senate","D"," Va.",8," rank-and-file Democrat",0.255759646967,"5.3%","x172858784","Tim Kaine","timkaine","Richmond, VA","Husband to @AnneHolton, father of 3. U.S. Senator from Virginia. In my free time, I’m either outdoors, reading, or jamming on the harmonica.",9197,935872,763,438,TRUE,"2010-07-30 20:00:32","http://timkaine.com","http://pbs.twimg.com/profile_images/922472118377476096/XqCk_uDv_normal.jpg"
"x400653","Al Green","House","D","Texas",8," rank-and-file Democrat",0.256171497899,"6.3%","x156333623","Congressman Al Green","RepAlGreen","Houston, TX & Washington, DC","Proud to represent the 9th District of Texas in the U.S. House of Representatives • https://t.co/Lcfa10jIfH • https://t.co/MXGp8OLtZm #First58",1503,48407,636,393,TRUE,"2010-06-16 17:20:23","http://algreen.house.gov","http://pbs.twimg.com/profile_images/3316330449/984c689254421a8e1dbb6cc32391053f_normal.jpeg"
"x400379","Adam Smith","House","D","Wash.",8," rank-and-file Democrat",0.256797509994,"6.9%","x58928690","Rep. Adam Smith","RepAdamSmith","Washington's 9th District","Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats",2677,27590,1595,112,TRUE,"2009-07-21 21:31:55","http://adamsmith.house.gov","http://pbs.twimg.com/profile_images/1554717159/Adam_Official_Photo_small_2009_normal.JPG"
"x412533","Tammy Duckworth","Senate","D"," Ill.",8," moderate Democratic follower",0.258092646365,"7.6%","x328679423","Tammy Duckworth","TammyforIL","Illinois","Official Twitter feed of Tammy Duckworth's campaign to represent Illinois in the U.S. Senate.",3358,40450,3473,10,TRUE,"2011-07-03 20:43:44","http://tammyduckworth.com/","http://pbs.twimg.com/profile_images/582549214397394944/fLYGaTKG_normal.jpg"
"x412533","Tammy Duckworth","Senate","D"," Ill.",8," moderate Democratic follower",0.258092646365,"7.6%","x1058520120","Tammy Duckworth","SenDuckworth","","Official Twitter account for Tammy Duckworth's Senate office. Posts by staff unless signed - TD. For more information, visit",3690,386944,7276,226,TRUE,"2013-01-03 18:59:33","http://duckworth.senate.gov","http://pbs.twimg.com/profile_images/928404187750326272/G7KDvNwC_normal.jpg"
"x412258","Andre Carson","House","D","Ind.",8," rank-and-file Democrat",0.259190393965,"6.2%","x199325935","André Carson","RepAndreCarson","Indianapolis","The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy",3388,32559,993,1071,TRUE,"2010-10-06 15:47:50","http://carson.house.gov/","http://pbs.twimg.com/profile_images/461880758613704705/l_k2diGx_normal.jpeg"
"x400308","Frank Pallone","House","D","N.J.",9," rank-and-file Democrat",0.260553307922,"5.4%","x1265423480","Frank Pallone, Jr.","pallonefornj","Long Branch, NJ","Husband, Father, Democrat, Public Servant. Frank Pallone, Jr. has been fighting for the people of NJ for over 2 decades. Tweets do not equal endorsements.",1296,3138,1907,18,TRUE,"2013-03-13 20:49:49","http://www.pallonefornewjersey.com","http://pbs.twimg.com/profile_images/484365538974773248/NqdjBXIk_normal.jpeg"
